hope_i_wun	hope_i_win
im_very_much	is_very_much
on_iphone_ap	on_iphone_app
or_dd_u	or_did_u
i_am_tring	i_am_trying
swine_flu_nt	swine_flu_at
samuel_l_jackon	samuel_l_jackson
i_wuld_take	i_would_take
watching_famiy_guy	watching_family_guy
rt_an_apple	at_an_apple
ot_wake_up	to_wake_up
this_im_the	this_is_the
at_the_genuis	at_the_genius
have_te_fucking	have_the_fucking
flu_shot_bt	flu_shot_at
tsunami_in_amercian	tsunami_in_american
im_much_faster	is_much_faster
stret_view_is	street_view_is
more_than_da	more_than_a
wii_golf_witht	wii_golf_with
google_ebooks_now	google_books_now
thas_an_iphone	has_an_iphone
band_pra_iphone	band_para_iphone
ms_my_first	is_my_first
did_not_juss	did_not_just
svine_flu_hit	swine_flu_hit
my_nitendo_wii	my_nintendo_wii
hai_i_have	hi_i_have
google_or_yaoo	google_or_yahoo
my_sn_and	my_son_and
iam_on_the	im_on_the
tell_mee_the	tell_me_the
playinh_wii_sports	playing_wii_sports
the_app_tht	the_app_that
to_be_gettting	to_be_getting
has_been_ar	has_been_a
iphone_os_you	iphone_so_you
itss_time_to	its_time_to
heyy_baby_wanna	hey_baby_wanna
see_you_abt	see_you_at
and_yet_im	and_yet_i
i_wrk_for	i_work_for
ithought_the_iphone	thought_the_iphone
i_jst_typed	i_just_typed
tp_for_the	up_for_the
it_is_lmost	it_is_almost
fint_anything_on	find_anything_on
chek_out_the	check_out_the
all_accounts_ovr	all_accounts_over
didint_know_you	didnt_know_you
what_du_you	what_do_you
app_fot_iphone	app_for_iphone
i_wnat_one	i_want_one
oo_be_careful	to_be_careful
pleease_send_me	please_send_me
cms_and_iphone	mms_and_iphone
wifi_and_i	wii_and_i
bg_google_maps	by_google_maps
te_google_book	the_google_book
gottan_the_swine	gotten_the_swine
wat_to_talk	want_to_talk
to_swop_my	to_swap_my
iove_how_my	love_how_my
the_upc_and	the_ups_and
iphone_apps_ang	iphone_apps_and
waaiting_for_the	waiting_for_the
wii_video_bame	wii_video_game
talkn_about_google	talk_about_google
vicitms_of_earthquake	victims_of_earthquake
catn_put_it	can_put_it
ii_have_an	i_have_an
iphone_i_juss	iphone_i_just
htc_hero_et	htc_hero_at
wave_invitarion_in	wave_invitation_in
havn_to_type	have_to_type
just_qot_a	just_got_a
happend_to_your	happened_to_your
local_businness_center	local_business_center
i_payed_with	i_played_with
the_bots_are	the_boys_are
got_me_ea	got_me_a
flu_hots_today	flu_shots_today
with_the_hekp	with_the_help
ii_need_a	i_need_a
yo_be_careful	to_be_careful
sports_resport_is	sports_resort_is
itd_be_the	it_be_the
wil_change_the	will_change_the
a_pak_of	a_pack_of
or_get_ag	or_get_a
to_feel_tho	to_feel_the
__do_you	_do_you
my_iphone_ri	my_iphone_i
else_cn_i	else_can_i
sittting_at_the	sitting_at_the
for_a_wifi	for_a_wii
the_suine_flu	the_swine_flu
on_tho_flu	on_the_flu
will_be_teh	will_be_the
i_was_gtting	i_was_getting
it_insted_of	it_instead_of
according_to_al	according_to_a
dyou_have_the	you_have_the
back_on_te	back_on_the
time_with_tha	time_with_the
its_juss_not	its_just_not
gpush_for_gmail	push_for_gmail
like_i_gots	like_i_got
google_wave_devleoper	google_wave_developer
it_is_freee	it_is_free
can_kisss_my	can_kiss_my
last_week_bn	last_week_in
suffering_frm_a	suffering_from_a
ian_has_swine	can_has_swine
rt_that_google	it_that_google
becaues_he_is	because_he_is
makn_hoes_wobble	makin_hoes_wobble
for_the_jave	for_the_wave
dhat_flu_shot	that_flu_shot
tomarrow_i_got	tomorrow_i_got
got_the_sawg	got_the_swag
lan_to_work	lab_to_work
iv_must_be	it_must_be
thw_wii_for	the_wii_for
get_ths_swine	get_the_swine
i_git_from	i_got_from
but_still_da	but_still_a
photog_on_the	photos_on_the
just_diwnloaded_google	just_downloaded_google
just_came_bacc	just_came_back
about_te_flu	about_the_flu
diagnosed_with_swime	diagnosed_with_swine
thyng_on_the	thing_on_the
im_not_much	is_not_much
you_love_yor	you_love_your
was_just_ok	was_just_on
has_manged_to	has_managed_to
it_is_allo	it_is_all
prevent_the_fluo	prevent_the_flu
have_the_stomace	have_the_stomach
i_swear_yo	i_swear_to
google_earth_vs	google_earth_is
allz_i_know	all_i_know
flu_abd_the	flu_and_the
og_my_iphone	on_my_iphone
for_heatlh_care	for_health_care
google_tasks_en	google_tasks_in
in_time_fo	in_time_to
on_google_ok	on_google_or
of_iwork_to	of_work_to
been_sick_fer	been_sick_for
just_came_bck	just_came_back
all_in_al	all_in_a
of_api_for	of_app_for
thx_google_maps	the_google_maps
i_do_witrhout	i_do_without
to_upgrade_tho	to_upgrade_to
understnd_than_google	understand_than_google
en_google_is	on_google_is
after_all_tis	after_all_this
just_got_bakk	just_got_back
ii_is_on	wii_is_on
dwn_wit_the	down_wit_the
thse_last_couple	the_last_couple
and_i_hade	and_i_have
ie_just_makes	it_just_makes
finnally_caught_up	finally_caught_up
im_always_the	is_always_the
itouch_and_blackberry	touch_and_blackberry
is_more_dangerouse	is_more_dangerous
iver_on_the	over_on_the
iwas_just_wondering	was_just_wondering
juss_go_to	just_go_to
it_has_somethinng	it_has_something
to_fix_tge	to_fix_the
ii_can_live	i_can_live
gots_my_iphone	got_my_iphone
wave_developer_sandox	wave_developer_sandbox
tho_flu_and	the_flu_and
playng_on_the	playing_on_the
iphone_and_androd	iphone_and_android
back_to_aa	back_to_a
andy_do_you	and_do_you
udge_nixes_google	judge_nixes_google
for_everyone_tho	for_everyone_who
yo_iphone_with	to_iphone_with
moe_swine_flu	more_swine_flu
evry_other_phone	every_other_phone
i_wil_take	i_will_take
iphone_users_wil	iphone_users_will
bak_to_bed	back_to_bed
not_soo_much	not_so_much
noot_be_allowed	not_be_allowed
finally_got_tha	finally_got_the
waitng_on_my	waiting_on_my
the_newst_version	the_newest_version
just_got_thjis	just_got_this
was_on_tho	was_on_the
sure_to_chack	sure_to_check
trying_yo_use	trying_to_use
recovering_from_tha	recovering_from_the
wat_i_need	what_i_need
other_day_nd	other_day_and
ish_an_iphone	is_an_iphone
twitter_pra_buscas	twitter_para_buscas
its_all_goood	its_all_good
google_is_unleashng	google_is_unleashing
hope_im_nt	hope_im_not
immuned_to_swine	immune_to_swine
the_freee_flu	the_free_flu
look_like_ii	look_like_i
updatedd_my_iphone	updated_my_iphone
google_calendar_wth	google_calendar_with
flu_shots_ar	flu_shots_at
and_google_bots	and_google_both
on_the_screan	on_the_screen
an_iphone_ane	an_iphone_and
it_ws_only	it_was_only
have_a_flv	have_a_flu
make_me_laught	make_me_laugh
twiter_app_on	twitter_app_on
for_iphone_wa	for_iphone_a
whith_more_than	with_more_than
google_wut_i	google_but_i
did_nt_see	did_not_see
for_an_ap	for_an_app
tha_world_is	the_world_is
ilove_to_have	love_to_have
iphone_ap_developer	iphone_app_developer
goota_do_is	gotta_do_is
iphone_twiter_app	iphone_twitter_app
still_ahve_a	still_have_a
a_earthquake_drilll	a_earthquake_drill
im_just_gunna	im_just_gonna
yo_i_gotta	so_i_gotta
_ihope_you	_hope_you
wil_i_be	will_i_be
is_offically_a	is_officially_a
i_ws_a	i_was_a
pm_me_with	dm_me_with
app_ot_the	app_on_the
in_tha_wrong	in_the_wrong
got_da_app	got_a_app
that_itn_not	that_its_not
im_the_wrong	in_the_wrong
ih_google_earth	in_google_earth
yu_will_be	you_will_be
me_google_wavw	me_google_wave
take_a_pik	take_a_pic
see_wht_google	see_what_google
probabaly_going_to	probably_going_to
hahaa_i_know	haha_i_know
still_wainting_for	still_waiting_for
the_nes_one	the_new_one
is_goiing_to	is_going_to
da_deal_with	a_deal_with
turs_out_to	turns_out_to
using_twiter_on	using_twitter_on
just_sy_following	just_by_following
let_me_knowi	let_me_know
have_a_blt	have_a_bit
free__wifi	free__wii
use_twitter_fon	use_twitter_on
can_get_ya	can_get_a
has_aquired_recaptcha	has_acquired_recaptcha
sitll_have_to	still_have_to
swine_flu_symtoms	swine_flu_symptoms
un_google_apps	on_google_apps
twitter_im_a	twitter_is_a
picture_messeging_on	picture_messaging_on
adroid_will_be	android_will_be
gots_this_iphone	got_this_iphone
let_em_have	let_me_have
have_google_eave	have_google_wave
git_it_for	get_it_for
en_google_app	on_google_app
american_samoa_sa	american_samoa_a
the_google_anlytics	the_google_analytics
uk_might_have	u_might_have
what_the_fuk	what_the_fuck
abt_your_iphone	at_your_iphone
ssend_google_wave	send_google_wave
still_not_wrking	still_not_working
might_have_swinr	might_have_swine
craap_out_of	crap_out_of
fot_the_late	for_the_late
at_teh_moment	at_the_moment
eit_is_out	it_is_out
i_had_ths	i_had_this
cool_ap_for	cool_app_for
verison_by_the	verizon_by_the
aumented_reality_on	augmented_reality_on
like_symptons_and	like_symptoms_and
out_here_iin	out_here_in
_if_im	_if_i
new_google_ebook	new_google_book
every_time_im	every_time_i
flu_nd_a	flu_and_a
this_is_ms	this_is_my
wish_ie_would	wish_i_would
aparently_swine_flu	apparently_swine_flu
few_dayz_and	few_days_and
flu_and_mold	flu_and_cold
flu_andi_now	flu_and_now
how_to_werk	how_to_work
out_bc_the	out_by_the
thi_flu_has	the_flu_has
litrell_diangosed_with	litrell_diagnosed_with
il_just_google	i_just_google
you_knw_the	you_know_the
on_da_flu	on_a_flu
my_google_vouce	my_google_voice
ophone_in_china	iphone_in_china
whare_i_can	where_i_can
ff_you_have	if_you_have
ie_would_just	i_would_just
and_im_looks	and_it_looks
maybe_i_shoulda	maybe_i_should
vidjeos_on_the	videos_on_the
wait_untill_the	wait_until_the
bb_has_swine	bsb_has_swine
da_htc_hero	a_htc_hero
betweent_the_iphone	between_the_iphone
flu_shot_hav	flu_shot_has
iis_supposed_to	is_supposed_to
would_be_tha	would_be_the
rather_thave_the	rather_have_the
google_talk_en	google_talk_on
iam_happy_to	am_happy_to
yur_going_to	your_going_to
tho_iphone_is	the_iphone_is
as_i_doid	as_i_did
willling_to_trade	willing_to_trade
bck_to_school	back_to_school
nan_i_have	can_i_have
tha_earthquake_drill	the_earthquake_drill
access_to_ap	access_to_a
ish_a_big	is_a_big
im_making_an	is_making_an
watch_wht_you	watch_what_you
buh_i_prefer	but_i_prefer
tweety_from_my	tweet_from_my
have_a_sdore	have_a_sore
me_out_amd	me_out_and
for_quitar_hero	for_guitar_hero
google_andriod_is	google_android_is
can_dm_with	can_do_with
sports_resort_und	sports_resort_and
starting_th_make	starting_to_make
iphone_or_blakberry	iphone_or_blackberry
would_you_beleive	would_you_believe
fone_with_the	done_with_the
yo_is_it	y_is_it
gt_ipod_touch	gb_ipod_touch
wants_to_wrk	wants_to_work
take_on_va	take_on_a
guess_wht_i	guess_what_i
to_save_mony	to_save_money
so_what_im	so_what_is
come_back_tho	come_back_to
tryn_to_make	try_to_make
xcited_about_the	excited_about_the
ii_need_my	i_need_my
iive_got_the	ive_got_the
yo_new_iphone	to_new_iphone
health_care_wrkers	health_care_workers
ok_google_when	on_google_when
confired_case_of	confirmed_case_of
seth_to_go	set_to_go
twas_a_bit	was_a_bit
feeels_like_its	feels_like_its
i_totaly_just	i_totally_just
look_up_om	look_up_on
wht_does_the	why_does_the
and_noo_i	and_no_i
ike_google_voice	like_google_voice
im_like_google	i_like_google
fo_google_wave	of_google_wave
can_still_ne	can_still_be
an_iphone_lolz	an_iphone_lol
my_duaghter_has	my_daughter_has
want_poeple_to	want_people_to
i_think_thrs	i_think_this
for_nnw_iphone	for_new_iphone
i_think_io	i_think_i
frew_flu_shot	free_flu_shot
you_blieve_that	you_believe_that
my_iphone_ryt	my_iphone_rt
are_useing_it	are_using_it
tge_iphone_and	the_iphone_and
flu_vacine_from	flu_vaccine_from
cn_figure_out	can_figure_out
lu_got_the	u_got_the
think_iv_caught	think_i_caught
food_poisining_or	food_poisoning_or
tell_meh_to	tell_me_to
nd_take_a	and_take_a
flu_vaccine_cinic	flu_vaccine_clinic
wating_for_a	waiting_for_a
listin_to_it	listen_to_it
iphone_gs_finally	iphone_is_finally
the_most_pupular	the_most_popular
is_better_tho	is_better_to
knwo_where_to	know_where_to
rt_an_iphone	it_an_iphone
know_how_im	know_how_i
the_next_ea	the_next_tea
out_of_wrk	out_of_work
client_for_osx	client_for_os
have_officailly_been	have_officially_been
the_new_bbs	the_new_bbm
wat_a_iphone	want_a_iphone
for_tht_last	for_the_last
on_getting_ths	on_getting_the
to_tke_the	to_take_the
wat_was_the	what_was_the
the_jaibreak_for	the_jailbreak_for
up_with_amy	up_with_my
for_the_nintnedo	for_the_nintendo
wat_i_had	what_i_had
but_teh_swine	but_the_swine
sicky_with_flu	sick_with_flu
texting_it_out	testing_it_out
tweekdeck_for_the	tweetdeck_for_the
to_do_da	to_do_a
and_lsitening_to	and_listening_to
te_first_thing	the_first_thing
haave_the_swine	have_the_swine
iphone_and_ull	iphone_and_all
das_google_earth	dans_google_earth
will_see_tha	will_see_the
the_peole_i	the_people_i
an_earthquake_td	an_earthquake_to
bot_to_work	got_to_work
is_compatibe_with	is_compatible_with
with_app_on	with_amp_on
iphone_doenst_have	iphone_doesnt_have
phone_so_im	phone_so_i
rt_what_you	it_what_you
google_rt_to	google_it_to
izza_hut_app	pizza_hut_app
voice_ap_on	voice_app_on
thanx_swine_flu	than_swine_flu
ave_i_been	have_i_been
the_cnn_ap	the_cnn_app
in_teh_background	in_the_background
to_recive_a	to_receive_a
hase_the_best	has_the_best
i_thnk_you	i_think_you
last_year_im	last_year_i
my_iphone_befoore	my_iphone_before
the_iphone_applicaion	the_iphone_application
a_svine_flu	a_swine_flu
just_neeed_some	just_need_some
has_happend_to	has_happened_to
my_iphone_tv	my_iphone_to
starting_to_realy	starting_to_really
but_i_ave	but_i_have
abobe_flash_player	adobe_flash_player
able_to_dm	able_to_do
but_its_nnot	but_its_not
beacause_of_the	because_of_the
hope_it_woks	hope_it_works
have_oine_and	have_one_and
to_wrk_after	to_work_after
can_you_plaese	can_you_please
trying_to_synch	trying_to_sync
get_yourr_flu	get_your_flu
wat_they_want	what_they_want
love_my_bg	love_my_bb
ust_say_no	just_say_no
make_me_wana	make_me_want
pc_from_the	pic_from_the
jailbrak_for_iphone	jailbreak_for_iphone
im_is_really	it_is_really
to_sk_me	to_ask_me
my_fuckn_iphone	my_fuckin_iphone
phone_but_tha	phone_but_the
beth_on_the	both_on_the
will_need_tv	will_need_to
god_its_nott	god_its_not
thnk_its_a	think_its_a
thought_it_wouold	thought_it_would
an_iphone_ul	an_iphone_u
twiiter_bird_flu	twitter_bird_flu
your_newq_iphone	your_new_iphone
andi_i_love	and_i_love
i_need_sme	i_need_some
twitterrffic_on_my	twitterrific_on_my
the_new_ms	the_new_mms
some_vgood_apps	some_good_apps
os_my_wave	is_my_wave
hve_my_iphone	have_my_iphone
iphone_ar_a	iphone_as_a
jst_so_i	just_so_i
sf_the_morning	of_the_morning
just_gt_the	just_got_the
ie_the_iphone	in_the_iphone
nt_have_a	not_have_a
can_listin_to	can_listen_to
just_got_qtwitter	just_got_twitter
on_the_nintindo	on_the_nintendo
tweedeck_for_the	tweetdeck_for_the
i_nam_going	i_am_going
yo_google_voice	to_google_voice
bein_on_twitter	been_on_twitter
bot_if_you	but_if_you
thnks_in_advance	thanks_in_advance
nvo_need_to	no_need_to
iphone_api_has	iphone_app_has
it_cmpare_to	it_compare_to
andriod_is_the	android_is_the
poblem_with_the	problem_with_the
with_mr_google	with_my_google
ar_app_called	an_app_called
i_caint_get	i_cant_get
soo_i_may	so_i_may
i_wana_buy	i_wanna_buy
iphone_releses_os	iphone_releases_os
google_earth_por	google_earth_pro
i_heard_thad	i_heard_that
even_whn_the	even_when_the
im_in_order	is_in_order
when_i_dnt	when_i_dont
mony_with_google	money_with_google
flu_bs_kickin	flu_is_kickin
uk_rolls_out	us_rolls_out
flu_shyt_on	flu_shot_on
using_ie_on	using_it_on
that_shyt_in	that_shit_in
enought_with_the	enough_with_the
iphone_photoshot_app	iphone_photoshop_app
shetchbook_mobile_for	sketchbook_mobile_for
one_in_az	one_in_a
am_teady_to	am_ready_to
do_yuu_have	do_you_have
google_por_free	google_for_free
run_ths_town	run_this_town
still_dwn_with	still_down_with
tho_google_it	to_google_it
on_the_uks	on_the_us
yhe_iphone_is	the_iphone_is
lite_that_google	like_that_google
app_for_yall	app_for_all
the_internet_ok	the_internet_on
wave_is_comming	wave_is_coming
was_da_swine	was_a_swine
im_am_so	i_am_so
by_the_wat	by_the_way
ie_in_your	it_in_your
fit_plus_en	fit_plus_on
steet_view_has	street_view_has
in_ed_all	in_bed_all
amother_reason_to	another_reason_to
em_a_while	me_a_while
gt_tha_flu	got_tha_flu
on_thw_iphone	on_the_iphone
realease_a_new	release_a_new
of_mobo_and	of_mono_and
the_web_tho	the_web_to
wrk_at_a	work_at_a
en_google_adwords	on_google_adwords
and_im_nt	and_im_not
yeap_i_got	yeah_i_got
the_iphone_wrt	the_iphone_rt
ii_said_that	i_said_that
i_thougth_it	i_thought_it
chipolte_iphone_app	chipotle_iphone_app
the_call_od	the_call_on
iphone_apps_ii	iphone_apps_in
in_tha_car	in_the_car
gpush_notifications_for	push_notifications_for
about_how_im	about_how_i
ur_google_chrome	us_google_chrome
google_analytics_von	google_analytics_on
you_can_acutally	you_can_actually
im_am_working	i_am_working
on_tha_ground	on_the_ground
cant_get_oit	cant_get_it
tht_iphone_be	the_iphone_be
apts_for_the	apps_for_the
it_was_prety	it_was_pretty
too_much_tho	too_much_to
bein_diagnosed_with	been_diagnosed_with
with_my_siter	with_my_sister
google_or_youtbe	google_or_youtube
typing_on_tje	typing_on_the
lou_to_use	you_to_use
about_tha_flu	about_the_flu
swine_flu_quarentine	swine_flu_quarantine
js_and_the	us_and_the
be_availiable_on	be_available_on
googe_is_a	google_is_a
any_of_thouse	any_of_those
invest_ina_iphone	invest_in_iphone
blackberry_even_whn	blackberry_even_when
ths_is_a	this_is_a
to_synch_your	to_sync_your
if_pnly_it	if_only_it
littke_bit_of	little_bit_of
google_wil_make	google_will_make
dont_like_tht	dont_like_the
flu_has_finially	flu_has_finally
anyone_intrested_in	anyone_interested_in
maps_steet_view	maps_street_view
away_frm_swine	away_from_swine
pra_buscas_em	para_buscas_em
the_flu_vius	the_flu_virus
wont_ket_me	wont_let_me
but_i_fave	but_i_have
lot_of_workf	lot_of_work
a_wiki_in	a_wii_in
just_bought_ea	just_bought_a
if_you_donot	if_you_dont
who_knows_wat	who_knows_what
iphone_app_org	iphone_app_or
i_noticed_theat	i_noticed_that
ve_never_had	ive_never_had
bot_trying_to	not_trying_to
to_get_myelf	to_get_myself
a_month_nd	a_month_and
is_ya_swine	is_a_swine
is_a_gamer	is_a_game
i_jst_wanna	i_just_wanna
yo_find_out	to_find_out
was_loocking_for	was_looking_for
iam_goin_to	im_goin_to
google_map_st	google_map_it
iphone_gets_ap	iphone_gets_a
clck_on_the	click_on_the
shows_ur_on	shows_up_on
york_on_google	work_on_google
thnking_of_getting	thinking_of_getting
yeaa_i_have	yeah_i_have
ther_flu_then	the_flu_then
iu_they_have	if_they_have
want_tha_new	want_the_new
rome_from_a	home_from_a
yall_this_flu	all_this_flu
im_live_on	is_live_on
and_i_knw	and_i_know
code_for_ea	code_for_a
is_that_md	is_that_my
jsut_waiting_for	just_waiting_for
vlog_on_the	blog_on_the
from_the_nes	from_the_new
for_da_blackberry	for_a_blackberry
flu_vius_can	flu_virus_can
have_no_friendss	have_no_friends
theng_we_can	then_we_can
thought_i_woulda	thought_i_would
a_iphone_yu	a_iphone_u
linky_to_a	link_to_a
wannt_an_iphone	want_an_iphone
just_leftr_the	just_left_the
tweete_for_iphone	tweetie_for_iphone
idropped_my_iphone	dropped_my_iphone
in_ome_month	in_one_month
cri_aja_di	cari_aja_di
non_iphone_or	on_iphone_or
to_joing_google	to_join_google
fr_a_new	for_a_new
ged_off_the	get_off_the
ict_because_of	it_because_of
illn_with_the	ill_with_the
wannt_to_have	want_to_have
wuld_be_really	would_be_really
how_did_ur	how_did_u
mst_be_the	must_be_the
tha_most_common	the_most_common
bn_apple_iphone	an_apple_iphone
is_wayy_better	is_way_better
my_fukin_iphone	my_fuckin_iphone
nintendo_wii_iz	nintendo_wii_is
looking_for_jan	looking_for_an
wifi_but_i	wii_but_i
a_lonng_time	a_long_time
was_playing_wifi	was_playing_wii
google_ivited_me	google_invited_me
tryn_to_do	try_to_do
customisable_iphone_case	customizable_iphone_case
swine_flu_tv	swine_flu_to
of_gettong_the	of_getting_the
